Time,Robot ID,Linear Velocity,Angular Velocity,Linear Acceleration,Distance Traveled
26.02,robot2,0.3331113929475757,0.19374809130360737,0.09925099398327598,4.583084767814309
26.02,robot3,0.3532451463551928,0.17600678081109647,-0.07771039008378794,4.797704250482765
28.02,robot1,0.13716494736175047,-0.46591302757465514,0.011915021706533328,3.3562947889381953
28.02,robot2,0.3473524661715996,0.13579301311114558,-0.15057203610708056,5.277763547990331
28.02,robot3,0.3415681447394372,-0.008109869948825194,-0.0941355525257384,5.480814823296022
30.02,robot1,0.16054432043786895,-0.07268493451875987,0.02176136486967564,3.677387432344386
30.02,robot2,0.16736561375479778,0.42809212079244646,-0.2605927540766854,5.612498948092043
30.02,robot3,0.3211265227989685,0.02861434256675178,-0.05171472336711595,6.123075874899299
32.02,robot1,0.30525728102126837,0.14909149877203606,-0.08341965638063584,4.288005969900955
32.02,robot2,0.2809112767002083,-0.22349738307861738,0.03497543411647367,6.174417184367884
32.02,robot3,0.32314294999657855,-0.08511431431365292,-0.1012885364131515,6.769471842551512
34.02,robot1,0.28730884857114064,0.001005436634956222,-0.25191934262210824,4.862487921369626
34.02,robot2,0.2804127279154091,0.2648947968501212,0.003878086766280511,6.735110152755905
34.02,robot3,0.29473870762002263,-0.04297820638569593,-0.09556684371019974,7.358810001710152
36.02,robot1,0.22464293175509317,0.10361509513586362,0.15861215593354452,5.311782064095062
36.02,robot2,0.2661650967410799,-0.03147157536000425,-0.0954524073227866,7.267450155752705
36.02,robot3,0.2771866476240514,0.12646922131815544,-0.08988693851656523,7.913193512672153
38.02,robot1,0.3340458421048756,-0.10992646255252503,-0.009464779820182588,5.979869648894239
38.02,robot2,0.2740642071052415,-0.20384986120916188,-0.061106222731058625,7.815575206647239
38.02,robot3,0.26015428763173293,0.018137702088936412,-0.06064163554789682,8.4334988953222
40.02,robot1,0.3089020914286171,-0.11562042639591873,-0.09550606354572411,6.597725108263042
40.02,robot2,0.26015459149717984,-0.2023352788146316,-0.06150688240314366,8.335927574263168
40.02,robot3,0.2438375529611492,0.005517073041239451,-0.0813121498964829,8.92121447730294
42.02,robot1,0.28993500294390107,-0.029765922357460024,-0.0978114369651899,7.177553471656176
42.02,robot2,0.25131332402639384,-0.057852971151218055,-0.08718238035210919,8.838518126937167
42.02,robot3,0.2259318282769773,0.003271554047749919,-0.10087540132140832,9.373045683946193
44.02,robot1,0.2722077306017998,-0.021470815386060386,-0.0906594073845744,7.721948444056101
44.02,robot2,0.238212572349569,-0.004065745127706246,-0.08327947398508025,9.314925341614197
44.02,robot3,0.21468569099469087,-0.02310751276258275,-0.037726507261952466,9.8024009067583
46.02,robot1,0.2561726272577837,0.010175247985601312,-0.089847123585119,8.234376128518804
46.02,robot2,0.2212801458541412,-0.00045108861010161483,-0.07995338651665118,9.757556835741411
46.02,robot3,0.22315202110382765,-0.09613623408464149,-0.08289875914082886,10.248776753707546
48.02,robot1,0.23793213172283778,0.012014444434488816,-0.0823442905573793,8.710168675650996
48.02,robot2,0.20732893884181583,-0.0004301608167274066,-0.07755313896548545,10.172152221372942
48.02,robot3,0.2093663087158682,-0.020078353493469488,-0.07732196324470525,10.667446264993341
50.02,robot1,0.22536543613905996,-0.003832184107793597,-0.08260583991000901,9.160963119687437
50.02,robot2,0.19453692114487006,-0.0004983240536417246,-0.07730446763657918,10.561280939221009
50.02,robot3,0.19792420038999975,-0.005578355507715352,-0.07734284522590479,11.06335049682556
52.02,robot1,0.2128137668752833,-0.014963418228664378,-0.05962383408629357,9.586648692434133
52.02,robot2,0.18522192491983647,9.682904394404354e-07,-0.08382724883955496,10.93177530315449
52.02,robot3,0.18904904054154145,-0.10224836358717544,-0.08132965908126522,11.441500135741078
54.02,robot1,0.20461016879673,0.07069819343080849,-0.0925985776212394,9.995817672466005
54.02,robot2,0.18042324595737402,9.9391399269061e-07,-0.0607130759003215,11.292576508473656
54.02,robot3,0.17806832290320893,-0.42570073537428943,-0.11456748874929326,11.797592086042311
56.02,robot1,0.2007466278604398,0.14296495550050217,-0.05988629819309087,10.397380229335514
56.02,robot2,0.1717857257579112,9.1593178948062e-07,-0.08165030518498721,11.636207263342367
56.02,robot3,0.1641483542429543,-0.2146087959808071,-0.09765196729828157,12.125945461330627
58.02,robot1,0.19270175226614908,0.068443260736531,-0.0867374182158452,10.78274591730514
58.02,robot2,0.16527330597046455,9.69244805789851e-07,-0.08004514781870645,11.96672144138864
58.02,robot3,0.15362313198781744,-0.08040426503447375,-0.09180789202539856,12.433161577688347
60.02,robot1,0.18762110570880708,0.027058181935698738,-0.08475659227811634,11.157959944280256
60.02,robot2,0.1636076753855607,0.3588171669288119,-0.07449138023154908,12.293912215014764
60.02,robot3,0.14443357106340146,0.024173876462273317,-0.06101899401475969,12.722007023004105
62.02,robot1,0.18042324798599818,0.008597022687837278,-0.08166671043024039,11.518783894743606
62.02,robot2,0.14947841877580517,0.265902577673297,-0.09388507593945067,12.592850373892642
62.02,robot3,0.1403306749962352,0.03627812910758186,-0.07410288185128222,13.002650837415759
64.02,robot1,0.17178571711156207,0.00390606759111448,-0.060888440331016196,11.862358062592847
64.02,robot2,0.1381914263683335,0.13726622535252275,-0.08577587160467122,12.869235425669476
64.02,robot3,0.1372798119710278,0.035144684632903954,-0.07085971201554458,13.277212645891462
66.02,robot1,0.16657575446466988,0.001041848832842202,-0.07680294654137988,12.195586174880969
66.02,robot2,0.1277110879464878,0.07053219729028756,-0.07769409669923892,13.124716332188177
66.02,robot3,0.13360175522972675,0.03348238445501169,-0.07284945334701631,13.544477595923695
68.02,robot1,0.15940369305923735,7.391710826700298e-07,-0.07556937614708333,12.514312344339618
68.02,robot2,0.12037276920547071,0.05528142125082081,-0.08419753384688076,13.36540054031209
68.02,robot3,0.12923781803299025,0.031848507189000216,-0.06856587332341756,13.802887384933674
70.02,robot1,0.15315966059303615,7.022425389119945e-07,-0.07389344712911969,12.820652980296176
70.02,robot2,0.11222844651798353,-0.004005496778236421,-0.07111605779156238,13.589873051844274
70.02,robot3,0.12489619670491826,0.03060231147853004,-0.060340233379001976,14.052697159772517
72.02,robot1,0.14583263433845717,7.161655561072087e-07,-0.07122385674146907,13.112422509535856
72.02,robot2,0.10830067010276259,-0.042743921383728165,-0.06628289157468588,13.806551819772777
72.02,robot3,0.1258109663184122,0.16292237041736782,-0.07167993099475344,14.304409038820925
74.02,robot1,0.13786430214932013,7.435493617265417e-07,-0.07783046560096578,13.388031968609429
74.02,robot2,0.10482556877002822,-0.04028688178810163,-0.06538163261858232,14.016112364854965
74.02,robot3,0.11989327070945295,0.10528159170787982,-0.07423589419703921,14.544091965957525
76.02,robot1,0.13157563352119359,7.479940046750314e-07,-0.06742313696938385,13.651262303002541
76.02,robot2,0.10080026658631569,-0.038190901194130475,-0.06787468369813958,14.217773471629396
76.02,robot3,0.11875422092711643,0.09339432425422152,-0.06370018380201418,14.781671770429478
78.02,robot1,0.12298563425917963,0.0004469504178651283,-0.07160948027850252,13.897186893553274
78.02,robot2,0.09698143337305558,-0.03474722931287505,-0.06675237997846198,14.411699530042284
78.02,robot3,0.11276396215338476,0.1599326477755248,-0.0648638001000036,15.007156896302051
80.02,robot1,0.11609614882139192,8.76925364723838e-07,-0.07171789543867721,14.12939527109315
80.02,robot2,0.09278231596685312,-0.032252926488295995,-0.06480176225901342,14.597277012790663
80.02,robot3,0.10747458681802953,0.03645096953170325,-0.06757066177933327,15.222120955705758
82.02,robot1,0.10906875076577786,6.890875264278544e-07,-0.06988425139980838,14.34749504378058
82.02,robot2,0.08873798243769798,-0.029921897884056248,-0.06878978872367157,14.77472228160065
82.02,robot3,0.10162662661551987,0.008331769690165178,-0.07256374334035336,15.425339054457373
84.02,robot1,0.10257846347816188,7.31624282844601e-07,-0.0719342207568317,14.552655801119307
84.02,robot2,0.08461792727362845,-0.030003358409786064,-0.06615703576918268,14.943961295865929
84.02,robot3,0.09522709435106831,0.0018749266078808744,-0.06776007236404641,15.61579679903444
86.02,robot1,0.09653676174484796,7.264818211574587e-07,-0.06750296785598954,14.745769209544413
86.02,robot2,0.09743714317284577,-0.22422948756039657,-0.05431691102097254,15.13887583914682
86.02,robot3,0.08966803006118487,6.044652384200068e-07,-0.06653380166692498,15.795169906220774
88.02,robot1,0.09076678841465835,7.017609806230882e-07,-0.06959819672763547,14.92724999041898
88.02,robot2,0.08235537108395721,-0.12625650220963003,-0.06065725416251956,15.303538677995457
88.02,robot3,0.08437822425396434,5.863468601586638e-07,-0.06797782160109302,15.963877274784513
90.02,robot1,0.08559551919206464,7.288896420298856e-07,-0.0684021298955565,15.098454294739057
90.02,robot2,0.08117446127167,0.06254363613972648,-0.07273831971528509,15.465900181281503
90.02,robot3,0.07943320001124743,5.933084004793617e-07,-0.0686578300188968,16.12275598568208
92.02,robot1,0.08033028466627655,0.0005959926348861194,-0.06736158531498784,15.259139443773103
92.02,robot2,0.07788768920302507,-0.28007885226417795,-0.058148050557928294,15.621699391996358
92.02,robot3,0.07474819385388064,6.077654183260928e-07,-0.06848352885866012,16.272275245066442
94.02,robot1,0.07547971499455411,6.122513327315636e-07,-0.06677316113603549,15.410160694064142
94.02,robot2,0.07534670125385343,-0.058169484844532215,-0.06735732416367378,15.772454505863486
94.02,robot3,0.07024947307732006,5.988996685833664e-07,-0.06747688870021895,16.412831727787516
96.02,robot1,0.07082190771900117,7.224352581494528e-07,-0.06776679055594362,15.551732513367195
96.02,robot2,0.07087443025739332,-0.012346585830764261,-0.06643109448430966,15.91413131684996
96.02,robot3,0.0661077197276061,5.850484916359604e-07,-0.06485133248815253,16.544979963457006
98.02,robot1,0.06675749643524692,7.435131659081987e-07,-0.06537959947009579,15.685285355735443
98.02,robot2,0.06678523218264808,-0.0024979373047465205,-0.06675453423379993,16.047739646438348
98.02,robot3,0.062227545147612036,6.07889431583689e-07,-0.06591954251820482,16.6694703349035
100.02,robot1,0.06281128517363285,6.855850137381666e-07,-0.0673993852841038,15.810874782012183
100.02,robot2,0.06301920917332465,-0.00044504149554855626,-0.06602063274821421,16.173744810997757
100.02,robot3,0.05854470165022604,5.897759459009602e-07,-0.06612798050604633,16.78652884551142
102.02,robot1,0.05926059083422612,7.568045935440371e-07,-0.06545744416897667,15.929404842517178
102.02,robot2,0.05926197326396906,1.3504018246511655e-06,-0.06757576282364729,16.292277636569363
102.02,robot3,0.05515640445589246,6.292840315480204e-07,-0.06611695745768865,16.896849918341815
104.02,robot1,0.055770796763580904,6.914659465749782e-07,-0.06553748700662304,16.04093221962208
104.02,robot2,0.05599717345721014,1.1037768964329274e-06,-0.06592310975696741,16.40425770935629
104.02,robot3,0.05191496973709028,5.88354659130088e-07,-0.06541158075478502,17.00066662427489
106.02,robot1,0.05245304514492609,7.478877133583211e-07,-0.06497067822378744,16.145841758489837
106.02,robot2,0.0525407883829756,1.500262725347375e-06,-0.06466457532387958,16.509342740468913
106.02,robot3,0.04886277314127628,0.0002981677431170598,-0.0649218428870711,17.098395383089326
108.02,robot1,0.04934410993614568,7.536733338806749e-07,-0.06499752308633397,16.244538017899274
108.02,robot2,0.049466579014647516,1.1218503654621937e-06,-0.06547682207652661,16.608283957988995
108.02,robot3,0.045941320833723605,6.322101731375063e-07,-0.06433339650352413,17.190285509884294
110.02,robot1,0.046475470014876015,6.681650862415267e-07,-0.06407474668061992,16.33748509219238
110.02,robot2,0.04651873166079691,-0.0014868369754445707,-0.06462793105801569,16.701317551975528
110.02,robot3,0.04333004386358489,5.873396534463404e-07,-0.06371718405300517,17.276941993505076
112.02,robot1,0.043757076532059305,7.437467187024965e-07,-0.06542093896432484,16.425014200768903
112.02,robot2,0.04375879099302188,1.4801049149935926e-06,-0.06392735809285663,16.788850090059952
112.02,robot3,0.04136793062205951,0.0006254392054901544,-0.0619770065491124,17.359691993687363
114.02,robot1,0.04151366958593958,7.633814953848835e-07,-0.06211412026592758,16.50802715283891
114.02,robot2,0.04158197260734051,1.220259918839687e-06,-0.06268535947485217,16.87199962450146
114.02,robot3,0.0412500060549572,7.172621875681641e-07,-0.06068341938077099,17.44217771007143
116.02,robot1,0.04125000698043689,6.984053499570237e-07,-0.06074891464911841,16.590537044196456
116.02,robot2,0.041250013301582025,-0.00046773219009566024,-0.060758382487547426,16.954509528502808
116.02,robot3,0.041250024177056054,6.118390055390116e-07,-0.060718240498803415,17.524687635826332
118.02,robot1,0.04125000727896177,6.928332331041462e-07,-0.06068081478242562,16.673037262735665
118.02,robot2,0.04125000140049572,1.3197076743958087e-06,-0.06074978694222949,17.037009735285057
118.02,robot3,0.04125001301942404,5.966677995403828e-07,-0.060691146533764985,17.607187865846495
120.02,robot1,0.041249997535385885,0.0005521927250487311,-0.06069438298389945,16.755526846142057
120.02,robot2,0.04125000499390424,-0.0005844205533009169,-0.06071769101506586,17.119499333606605
120.02,robot3,0.04124999453113977,5.959563183768451e-07,-0.06078131619927118,17.689677443245156
122.02,robot1,0.04125000697896892,7.52981269489174e-07,-0.06076165831393124,16.838039847953443
122.02,robot2,0.04125000367148564,1.2257117794097937e-06,-0.06070171348852293,17.20201232880198
122.02,robot3,0.04124999562566346,6.28416850442654e-07,-0.06068133297826311,17.772190422346355
124.02,robot1,0.041250001426987454,7.414305703023813e-07,-0.06067823395840841,16.920542734347517
124.02,robot2,0.04125000265250043,-0.000780603553216797,-0.06073098191762168,17.28451521764717
124.02,robot3,0.04125000572892197,6.471457318727928e-07,-0.0606538537878131,17.8546933173446
126.02,robot1,0.04124999984488099,6.981989389101239e-07,-0.060602016515360534,17.00304470813852
126.02,robot2,0.04125000915835768,1.3978991501167047e-06,-0.06061201248627527,17.367017210065573
126.02,robot3,0.041250014851000764,6.314517489345147e-07,-0.06075196139499002,17.937195321148565
128.02,robot1,0.04125000063654797,6.896401971105194e-07,-0.060799297804813475,17.085525597131323
128.02,robot2,0.041250002571127084,1.2249291348653476e-06,-0.060637400720962006,17.449498102926636
128.02,robot3,0.06626933904944639,0.06964936802732277,0.03165236262134822,18.069703294807134
130.02,robot1,0.04125000306262183,7.265968306017869e-07,-0.060725073484770756,17.16803908631507
130.02,robot2,0.041250008980065256,-0.0013378129339461152,-0.06068539115126791,17.5320116039472
130.02,robot3,0.08249987771433721,-3.18058743944175e-05,-0.06166675233380312,18.234730016310838
132.02,robot1,0.085170051894645,0.019015006888810443,0.026919555444897048,17.33838976004848
132.02,robot2,0.06934899363906773,-0.04289515343287611,0.02691445722818931,17.670718197712844
132.02,robot3,0.08250000914112425,6.365314652845617e-07,-0.06084358608900604,18.39974027317422
134.02,robot1,0.0824999978015654,-2.789967167232431e-07,-0.060578859878859505,17.50342504114817
134.02,robot2,0.0825000052557352,2.9637445417814266e-06,-0.060611012712339166,17.835753493724063
134.02,robot3,0.08250001045813936,5.398886397193792e-07,-0.060651045693420134,18.56477557959247
136.02,robot1,0.08250001986751437,7.023400252407189e-07,-0.0606401027216591,17.668339604675115
136.02,robot2,0.08249999327587658,1.4332766695961783e-06,-0.06062735913630692,18.00066800409528
136.02,robot3,0.08249999413070239,6.240476269041926e-07,-0.0606437502715573,18.729690091672456
138.02,robot1,0.08249999877801119,7.451097933374041e-07,-0.06071673621926025,17.833364124943273
138.02,robot2,0.03169947182831197,-0.0001447606076115795,-0.2455294964595167,18.06407637026141
138.02,robot3,0.0800714057049963,-1.0941981731773189e-05,-0.17889491016061557,18.889856703907437
140.02,robot1,0.08250000402663152,6.942992952355091e-07,-0.06071924570387877,17.99837384539201
140.02,robot2,0.0,0.0,-0.060766715839899746,18.06407637026141
140.02,robot3,0.0008535823790570366,-0.5644516741334089,-0.055236745068536555,18.89156396915439
142.02,robot1,0.018552097315254937,-0.3905252787845946,-0.1972585768473857,18.035501084658616
142.02,robot2,0.0,0.0,-0.06071258271856109,18.06407637026141
142.02,robot3,0.006811381593671888,-0.7430752470260995,-0.05602924337928283,18.905195193153872
144.02,robot1,0.0030472919528701957,-0.7397789366993841,-0.05176525153449084,18.041590769399562
144.02,robot2,0.0,0.0,-0.060789142799227876,18.06407637026141
144.02,robot3,0.01614990779702999,-0.743871614752676,-0.061892550168908045,18.937469044363517
146.02,robot1,0.0023163069481720506,-0.7460543144295249,-0.07672044062127559,18.04622407874622
146.02,robot2,0.0,0.0,-0.060780135272744375,18.06407637026141
146.02,robot3,0.03647378094228162,-0.7443317146056658,0.03752382113400694,19.010427557172545
148.02,robot1,0.003961702106523109,-0.7499410252152096,-0.05218259146904074,18.054148889090158
148.02,robot2,0.0,0.0,-0.06062260876129806,18.06407637026141
148.02,robot3,0.08410000935257153,-0.750062039352404,-0.030578355780752856,19.178657425578105
150.02,robot1,0.04255282469389296,-0.7480305557320464,0.0928385653016395,18.139242987300918
150.02,robot2,0.0,0.0,-0.060714075497219425,18.06407637026141
150.02,robot3,0.10855293493274373,-0.7207973179983849,-0.0427538822066204,19.39573382820664
152.02,robot1,0.10817192994969375,-0.683151733756281,-0.05973805697153407,18.355711728015585
152.02,robot2,0.0,0.0,-0.06073755961156805,18.06407637026141
152.02,robot3,0.10817148026590963,-0.480835524104407,-0.06603692104612355,19.612201669034597
154.02,robot1,0.10913187102377238,-0.43264018691326306,-0.07015495676884494,18.573883754001745
154.02,robot2,0.0,0.0,-0.060762983201266337,18.06407637026141
154.02,robot3,0.10942102451555631,-0.30002259027076883,-0.0632746294710136,19.83095175899539
156.02,robot1,0.10817179098663258,-0.16698726452631582,-0.04943430344682646,18.790314246924993
156.02,robot2,0.04878932619432772,6.566686367024646e-07,0.06276135890214805,18.161694222580564
156.02,robot3,0.10908601443617771,-0.20949515190980406,-0.07300080657388158,20.049211433353303
158.02,robot1,0.1087135439486133,-0.09614537494075212,-0.05921983097167746,19.00764474870895
158.02,robot2,0.08250000453839268,1.199346747766842e-06,-0.06071638815083662,18.32662093485832
158.02,robot3,0.10807015166095005,-0.06516805833915466,-0.05654919986039498,20.26525572218124
160.02,robot1,0.10847650112664607,-0.0718572442296701,-0.06096759019494431,19.224637539058094
160.02,robot2,0.012667804321318515,-0.43438617594671874,-0.18273159450565238,18.351961189924904
160.02,robot3,0.10817173048928046,8.315774950321576e-07,-0.052156195088810794,20.481638859468827
162.02,robot1,0.10774854406968644,-0.019227705656639713,-0.06976548554279373,19.440027640435602
162.02,robot2,1.0496259400068118e-06,-0.020542039716430885,-0.061526116508615405,18.351963288134577
162.02,robot3,0.10839179577717901,0.002137043135092488,-0.06090476167982199,20.698314825557404
164.02,robot1,0.10847651031092792,0.009113987456820603,-0.059710863613936245,19.657244097239037
164.02,robot2,1.067563249629694e-06,-0.31201572835833813,-0.058744662119561766,18.351965425853663
164.02,robot3,0.10878116303520809,0.002025365148834672,-0.05959332025670488,20.916141327661283
166.02,robot1,0.10742686780259826,0.0074679542159863666,-0.05106068744602039,19.871905129884208
166.02,robot2,0.004503414869279474,-0.7435227175080952,-0.05086062579554711,18.36096417733961
166.02,robot3,0.107748523610996,0.0032057522344665444,-0.07475800492349835,21.13144509493513
168.02,robot1,0.10795662959704475,0.005653967671767306,-0.05981942330409292,20.087737628882827
168.02,robot2,0.0077195588832418005,-0.7499567258021065,-0.04045871783216649,18.376397520258486
168.02,robot3,0.10659449618745641,0.0022637301933196726,-0.05823085789318373,21.344554346099336
170.02,robot1,0.10742699941324968,-0.013897485346196317,-0.06022499421761974,20.302642330889658
170.02,robot2,0.05687284244895503,-0.7568299199257292,0.10656228082705671,18.490170047886828
170.02,robot3,0.10774849374517409,0.003203873357848896,-0.060127688668581286,21.560102188508264
172.02,robot1,0.10795669684839067,-0.019228894038406025,-0.0642500327843345,20.518555440876238
172.02,robot2,0.10967883945815433,-0.7114913189710509,-0.060450669311024066,18.709527438567147
172.02,robot3,0.10795665363703458,2.214300478453563e-06,-0.046927453230182124,21.77601521207225
174.02,robot1,0.10756234189805171,-0.019228450345725207,-0.0591001598121374,20.73368813473238
174.02,robot2,0.05068289156582489,-0.2998897793369835,-0.23080337168634363,18.81089699600305
174.02,robot3,0.10725760195767159,8.138372082842249e-07,-0.060582138884986154,21.990538403353952
176.02,robot1,0.1081717136542319,-0.019228381591598488,-0.06304706074680269,20.950066381758266
176.02,robot2,0.0,0.0,-0.06064957734872486,18.81089699600305
176.02,robot3,0.10847641317714869,0.003037139135045124,-0.06961501498920103,22.207526147506318
178.02,robot1,0.10855262483366486,-0.025014508460174258,-0.06195065920886148,21.167192175552607
178.02,robot2,0.0,0.0,-0.06078533856499264,18.81089699600305
178.02,robot3,0.10797367829218603,7.710255117166117e-07,-0.05727135496309755,22.423493938649177
180.02,robot1,0.10871348148619193,-0.019224974567258562,-0.05921719656325321,21.3845694866863
180.02,robot2,0.0,0.0,-0.06062460477883659,18.81089699600305
180.02,robot3,0.10774852052046505,8.183978013691979e-07,-0.06219430464894199,22.63894176857032
182.02,robot1,0.10903510356678914,-0.027780815505363585,-0.06879462954873554,21.602689580977916
182.02,robot2,0.06030604886495836,-0.2088165559711246,0.11634767858021659,18.931536685740422
182.02,robot3,0.10903508193888971,0.0010691068839638446,-0.058937732536650085,22.857061819596243
184.02,robot1,0.10829724128961128,-0.011311135700589524,-0.053343933482269644,21.81928480149454
184.02,robot2,0.10958450853660054,-0.3625376091461818,-0.05950556410054217,19.150706449522463
184.02,robot3,0.10863776332747636,9.211729256508831e-07,-0.06486317120498028,23.074338086508916
186.02,robot1,0.10931885242671059,0.011311897340383919,-0.06355924377639299,22.037843440066798
186.02,robot2,0.10710554674237417,-0.3344163796917765,-0.04567643655825121,19.364840077528157
186.02,robot3,0.10863775687268903,8.349821284582679e-07,-0.06759993341534475,23.291535026584345
188.02,robot1,0.10782887089128497,0.04807331271600741,-0.060771473409143295,22.25347776163427
188.02,robot2,0.108786539028163,-0.321398212433828,-0.06353229395887686,19.58238952736578
188.02,robot3,0.1078289699144406,8.535151688282745e-07,-0.06075945474695338,23.50716954617662
190.02,robot1,0.10834578636834426,0.02883815857496862,-0.06551113728083253,22.47033902001593
190.02,robot2,0.10920547607993387,-0.2668801059991249,-0.0592337540466974,19.800971511572804
190.02,robot3,0.108345825430362,8.04448058325666e-07,-0.07034212076071847,23.724030882743495
192.02,robot1,0.10951747976054027,-0.0064295880595369075,-0.060343063509420806,22.68933957363509
192.02,robot2,0.10999853434029959,-0.14747456986355315,-0.060961901911778124,20.020934023223855
192.02,robot3,0.10710524900668837,8.915675175671105e-07,-0.042970346479746416,23.93820773267895
194.02,robot1,0.10742694898134543,-0.040565049348996136,-0.07918156739249124,22.904077834436794
194.02,robot2,0.10999999426912527,-0.15241067402491748,-0.06071075990029989,20.240815604908274
194.02,robot3,0.10871337874330457,-0.01283904813170789,-0.07220368321297972,24.155517468258132
196.02,robot1,0.10614033964454822,-0.02350680938695599,-0.045649603500439076,23.116361670764153
196.02,robot2,0.109999613146721,-0.040701078144034994,-0.06162219545398124,20.46081810303021
196.02,robot3,0.10806991577764295,0.02771727086960615,-0.04233843484233585,24.371660514244994
198.02,robot1,0.10935675230127813,-0.019228558026605846,-0.06079626455526206,23.335121720662478
198.02,robot2,0.07816910986201862,0.03150097188876201,-0.40647563559899696,20.61718959371614
198.02,robot3,0.106783651058105,0.01923605286927528,-0.051547356256845894,24.585273266473035
200.02,robot1,0.10710529002252284,4.560694734904511e-06,-0.05847107119763182,23.549321777398568
200.02,robot2,0.0,0.0,-0.06077938254930943,20.61718959371614
200.02,robot3,0.10806986792212132,0.048033152207335846,-0.05903148614938983,24.801402384236614
202.02,robot1,0.10758776797592474,-0.017629610850376714,-0.060254987811410886,23.76447356270511
202.02,robot2,0.0,0.0,-0.060672095469505194,20.61718959371614
202.02,robot3,0.10758767596681186,0.01601757337181497,-0.07189263984309109,25.01655398554524
204.02,robot1,0.10855264504505173,-0.009609807496883971,-0.07182489878059165,23.981566547918685
204.02,robot2,0.017001004822198768,2.668955772968767e-05,-0.35839950935975395,20.651189676228636
204.02,robot3,0.10807019795771704,2.142581860100989e-06,-0.04624223677686405,25.232682131271456
206.02,robot1,0.10842100682952145,5.794198494600051e-07,-0.04651292604058648,24.198386709432224
206.02,robot2,0.10999971990142753,1.1789104949364536e-06,-0.060914706600256226,20.871166945697944
206.02,robot3,0.10842101746371541,-0.0017507990717187997,-0.04708580801442876,25.449502314051237
208.02,robot1,0.10845614098126313,-0.0038449075647816024,-0.07139368466435538,24.41530566828016
208.02,robot2,0.10999998652035556,1.3221217489374168e-06,-0.06078152320710906,21.091173690667826
208.02,robot3,0.10845614189883236,-0.012817986705044778,-0.060522056473236094,25.666421274734365
210.02,robot1,0.10727555873829911,-0.0022610212474368685,-0.048594883733927834,24.629888554447998
210.02,robot2,0.0957508462060363,1.44045353458096e-05,0.12590286394860847,21.282703738831245
